fecha,codigo,departamento,pruebas,casos_confirmados,casos_fallecido
06/08/2020,50,META,10319,991,10
06/08/2020,52,NARIÑO,7525,1700,63
06/08/2020,54,NORTE DE SANTANDER,7833,145,13
06/08/2020,63,QUINDIO,2621,121,4
06/08/2020,66,RISARALDA,7231,278,10
06/08/2020,68,SANTANDER,12281,167,6
06/08/2020,70,SUCRE,3535,131,2
06/08/2020,73,TOLIMA,6351,293,10
06/08/2020,76,VALLE DEL CAUCA,36856,3914,180
06/08/2020,81,ARAUCA,1418,2,0
06/08/2020,85,CASANARE,2160,36,0
06/08/2020,86,PUTUMAYO,519,11,2
06/08/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,626,17,0
06/08/2020,91,AMAZONAS,7665,2029,72
06/08/2020,94,GUAINIA,770,6,0
06/08/2020,95,GUAVIARE,453,1,0
06/08/2020,97,VAUPES,791,11,0
06/08/2020,99,VICHADA,719,1,0
06/09/2020,05,ANTIOQUIA,52032,1648,8
06/09/2020,08,ATLANTICO,35322,7096,269
06/09/2020,11,BOGOTA D.C.,127712,13709,325
06/09/2020,13,BOLIVAR,30270,4364,187
06/09/2020,15,BOYACA,9884,227,9
06/09/2020,17,CALDAS,5590,179,7
06/09/2020,18,CAQUETA,1097,25,1
06/09/2020,19,CAUCA,3396,160,7
06/09/2020,20,CESAR,5160,470,11
06/09/2020,23,CORDOBA,7265,231,13
06/09/2020,25,CUNDINAMARCA,14367,1390,36
06/09/2020,27,CHOCO,3157,1269,54
06/09/2020,41,HUILA,8669,259,9
06/09/2020,44,LA GUAJIRA,2076,113,5
06/09/2020,47,MAGDALENA,9964,799,47
06/09/2020,50,META,10470,999,10
06/09/2020,52,NARIÑO,7862,1794,65
06/09/2020,54,NORTE DE SANTANDER,8046,148,13
06/09/2020,63,QUINDIO,2632,122,4
06/09/2020,66,RISARALDA,7382,286,10
06/09/2020,68,SANTANDER,12744,194,7
06/09/2020,70,SUCRE,3794,143,2
06/09/2020,73,TOLIMA,6545,295,10
06/09/2020,76,VALLE DEL CAUCA,38074,4039,188
06/09/2020,81,ARAUCA,1426,2,0
06/09/2020,85,CASANARE,2163,36,0
06/09/2020,86,PUTUMAYO,519,11,2
06/09/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,627,17,0
06/09/2020,91,AMAZONAS,7708,2033,73
06/09/2020,94,GUAINIA,770,6,0
06/09/2020,95,GUAVIARE,453,2,0
06/09/2020,97,VAUPES,791,11,0
06/09/2020,99,VICHADA,719,1,0
06/10/2020,05,ANTIOQUIA,54795,1704,8
06/10/2020,08,ATLANTICO,36497,7502,294
06/10/2020,11,BOGOTA D.C.,129516,14132,335
06/10/2020,13,BOLIVAR,30684,4484,196
06/10/2020,15,BOYACA,10058,231,9
06/10/2020,17,CALDAS,5703,185,7
06/10/2020,18,CAQUETA,1132,25,1
06/10/2020,19,CAUCA,3399,163,7
06/10/2020,20,CESAR,5263,496,11
06/10/2020,23,CORDOBA,7412,235,13
06/10/2020,25,CUNDINAMARCA,14670,1427,36
06/10/2020,27,CHOCO,3185,1365,58
06/10/2020,41,HUILA,8877,259,9
06/10/2020,44,LA GUAJIRA,2076,113,7
06/10/2020,47,MAGDALENA,10135,819,49
06/10/2020,50,META,10622,1001,11
06/10/2020,52,NARIÑO,8281,1989,67
06/10/2020,54,NORTE DE SANTANDER,8459,148,13
06/10/2020,63,QUINDIO,2675,122,4
06/10/2020,66,RISARALDA,7589,294,11
06/10/2020,68,SANTANDER,13045,202,7
06/10/2020,70,SUCRE,4029,166,3
06/10/2020,73,TOLIMA,6920,298,11
06/10/2020,76,VALLE DEL CAUCA,39071,4169,190
06/10/2020,81,ARAUCA,1460,2,0
06/10/2020,85,CASANARE,2166,36,0
06/10/2020,86,PUTUMAYO,574,11,2
06/10/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,648,17,0
06/10/2020,91,AMAZONAS,7890,2066,73
06/10/2020,94,GUAINIA,770,7,1
06/10/2020,95,GUAVIARE,453,2,0
06/10/2020,97,VAUPES,791,11,0
06/10/2020,99,VICHADA,719,1,0
06/11/2020,05,ANTIOQUIA,55998,1731,8
06/11/2020,08,ATLANTICO,37933,7931,322
06/11/2020,11,BOGOTA D.C.,134280,14537,339
06/11/2020,13,BOLIVAR,31700,4623,196
06/11/2020,15,BOYACA,10186,236,9
06/11/2020,17,CALDAS,5914,188,7
06/11/2020,18,CAQUETA,1133,25,1
06/11/2020,19,CAUCA,3462,166,8
06/11/2020,20,CESAR,5449,499,13
06/11/2020,23,CORDOBA,7510,243,13
06/11/2020,25,CUNDINAMARCA,15332,1519,37
06/11/2020,27,CHOCO,3444,1423,64
06/11/2020,41,HUILA,8958,267,9
06/11/2020,44,LA GUAJIRA,2076,115,7
06/11/2020,47,MAGDALENA,10184,833,53
06/11/2020,50,META,10827,1003,11
06/11/2020,52,NARIÑO,8424,2030,69
06/11/2020,54,NORTE DE SANTANDER,8613,148,13
06/11/2020,63,QUINDIO,2698,123,4
06/11/2020,66,RISARALDA,7712,302,11
06/11/2020,68,SANTANDER,13416,208,8
06/11/2020,70,SUCRE,4231,174,4
06/11/2020,73,TOLIMA,7041,314,11
06/11/2020,76,VALLE DEL CAUCA,40812,4411,193
06/11/2020,81,ARAUCA,1475,2,0
06/11/2020,85,CASANARE,2176,36,0
06/11/2020,86,PUTUMAYO,576,12,2
06/11/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,648,17,0
06/11/2020,91,AMAZONAS,7960,2075,75
06/11/2020,94,GUAINIA,770,7,1
06/11/2020,95,GUAVIARE,454,2,0
06/11/2020,97,VAUPES,791,11,0
06/11/2020,99,VICHADA,719,1,0
06/12/2020,05,ANTIOQUIA,55998,1782,8
06/12/2020,08,ATLANTICO,37933,8597,346
06/12/2020,11,BOGOTA D.C.,134280,14940,359
06/12/2020,13,BOLIVAR,31700,4755,202
06/12/2020,15,BOYACA,10186,236,9
06/12/2020,17,CALDAS,5914,191,7
06/12/2020,18,CAQUETA,1133,25,1
06/12/2020,19,CAUCA,3462,169,8
06/12/2020,20,CESAR,5449,504,13
06/12/2020,23,CORDOBA,7510,248,13
06/12/2020,25,CUNDINAMARCA,15332,1576,37
06/12/2020,27,CHOCO,3444,1487,65
06/12/2020,41,HUILA,8958,267,9
06/12/2020,44,LA GUAJIRA,2076,115,7
06/12/2020,47,MAGDALENA,10184,850,53
06/12/2020,50,META,10827,1010,11
06/12/2020,52,NARIÑO,8424,2057,71
06/12/2020,54,NORTE DE SANTANDER,8613,148,13
06/12/2020,63,QUINDIO,2698,124,4
06/12/2020,66,RISARALDA,7712,308,11
06/12/2020,68,SANTANDER,13416,211,9
06/12/2020,70,SUCRE,4231,196,4
06/12/2020,73,TOLIMA,7041,343,11
06/12/2020,76,VALLE DEL CAUCA,40812,4538,196
06/12/2020,81,ARAUCA,1475,2,0
06/12/2020,85,CASANARE,2176,37,0
06/12/2020,86,PUTUMAYO,576,12,2
06/12/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,648,18,0
06/12/2020,91,AMAZONAS,7960,2091,75
06/12/2020,94,GUAINIA,770,7,1
06/12/2020,95,GUAVIARE,454,2,0
06/12/2020,97,VAUPES,791,11,0
06/12/2020,99,VICHADA,719,1,0
06/13/2020,.,,5740,0,0
06/13/2020,05,ANTIOQUIA,59150,1884,8
06/13/2020,08,ATLANTICO,41370,9077,366
06/13/2020,11,BOGOTA D.C.,138614,15458,365
06/13/2020,13,BOLIVAR,33290,4905,204
06/13/2020,15,BOYACA,10666,241,9
06/13/2020,17,CALDAS,6213,191,7
06/13/2020,18,CAQUETA,1245,25,1
06/13/2020,19,CAUCA,3577,178,8
06/13/2020,20,CESAR,5698,528,13
06/13/2020,23,CORDOBA,8181,253,13
06/13/2020,25,CUNDINAMARCA,16255,1657,40
06/13/2020,27,CHOCO,3635,1623,69
06/13/2020,41,HUILA,9253,272,9
06/13/2020,44,LA GUAJIRA,2175,121,7
06/13/2020,47,MAGDALENA,10802,920,55
06/13/2020,50,META,11448,1011,11
06/13/2020,52,NARIÑO,9155,2081,73
06/13/2020,54,NORTE DE SANTANDER,9120,156,13
06/13/2020,63,QUINDIO,2824,125,4
06/13/2020,66,RISARALDA,8278,315,11
06/13/2020,68,SANTANDER,14454,222,9
06/13/2020,70,SUCRE,4585,213,7
06/13/2020,73,TOLIMA,7410,382,11
06/13/2020,76,VALLE DEL CAUCA,42951,4690,199
06/13/2020,81,ARAUCA,1598,2,0
06/13/2020,85,CASANARE,2244,37,0
06/13/2020,86,PUTUMAYO,593,13,2
06/13/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,676,18,0
06/13/2020,91,AMAZONAS,8408,2111,77
06/13/2020,94,GUAINIA,889,7,1
06/13/2020,95,GUAVIARE,572,2,0
06/13/2020,97,VAUPES,979,27,0
06/13/2020,99,VICHADA,784,1,0
06/14/2020,.,,5324,0,0
06/14/2020,05,ANTIOQUIA,60331,2022,9
06/14/2020,08,ATLANTICO,43634,9837,397
06/14/2020,11,BOGOTA D.C.,141697,16037,382
06/14/2020,13,BOLIVAR,34458,5146,211
06/14/2020,15,BOYACA,10665,246,9
06/14/2020,17,CALDAS,6336,196,7
06/14/2020,18,CAQUETA,1252,25,1
06/14/2020,19,CAUCA,3676,186,8
06/14/2020,20,CESAR,6324,542,15
06/14/2020,23,CORDOBA,8322,277,13
06/14/2020,25,CUNDINAMARCA,16771,1685,41
06/14/2020,27,CHOCO,3641,1662,72
06/14/2020,41,HUILA,9253,274,9
06/14/2020,44,LA GUAJIRA,2332,129,7
06/14/2020,47,MAGDALENA,10282,946,61
06/14/2020,50,META,11863,1015,11
06/14/2020,52,NARIÑO,9751,2150,74
06/14/2020,54,NORTE DE SANTANDER,9120,160,13
06/14/2020,63,QUINDIO,2891,126,4
06/14/2020,66,RISARALDA,8454,323,11
06/14/2020,68,SANTANDER,14845,234,9
06/14/2020,70,SUCRE,4925,239,8
06/14/2020,73,TOLIMA,7521,385,13
06/14/2020,76,VALLE DEL CAUCA,44088,4862,202
06/14/2020,81,ARAUCA,1598,2,0
06/14/2020,85,CASANARE,2237,38,0
06/14/2020,86,PUTUMAYO,579,13,2
06/14/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,676,18,0
06/14/2020,91,AMAZONAS,8416,2126,77
06/14/2020,94,GUAINIA,889,7,1
06/14/2020,95,GUAVIARE,572,3,0
06/14/2020,97,VAUPES,979,27,0
06/14/2020,99,VICHADA,784,1,0
06/15/2020,05,ANTIOQUIA,61095,2147,9
06/15/2020,08,ATLANTICO,45293,10882,419
06/15/2020,11,BOGOTA D.C.,145795,16404,393
06/15/2020,13,BOLIVAR,35067,5256,217
06/15/2020,15,BOYACA,10914,251,9
06/15/2020,17,CALDAS,6556,200,7
06/15/2020,18,CAQUETA,1399,25,1
06/15/2020,19,CAUCA,3699,189,8
06/15/2020,20,CESAR,6520,554,16
06/15/2020,23,CORDOBA,8516,279,16
06/15/2020,25,CUNDINAMARCA,17217,1715,42
06/15/2020,27,CHOCO,3658,1721,72
06/15/2020,41,HUILA,9483,276,9
06/15/2020,44,LA GUAJIRA,2522,138,7
06/15/2020,47,MAGDALENA,11005,973,64
06/15/2020,50,META,12175,1025,11
06/15/2020,52,NARIÑO,9845,2171,76
06/15/2020,54,NORTE DE SANTANDER,9392,162,13
06/15/2020,63,QUINDIO,2999,128,4
06/15/2020,66,RISARALDA,8655,323,11
06/15/2020,68,SANTANDER,15177,253,9
06/15/2020,70,SUCRE,5042,240,10
06/15/2020,73,TOLIMA,7802,394,13
06/15/2020,76,VALLE DEL CAUCA,44959,5071,208
06/15/2020,81,ARAUCA,1565,45,0
06/15/2020,85,CASANARE,2426,38,0
06/15/2020,86,PUTUMAYO,579,13,3
06/15/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,676,19,0
06/15/2020,91,AMAZONAS,8435,2131,78
06/15/2020,94,GUAINIA,889,7,1
06/15/2020,95,GUAVIARE,572,5,0
06/15/2020,97,VAUPES,979,27,0
06/15/2020,99,VICHADA,784,1,0
06/16/2020,05,ANTIOQUIA,62456,2273,11
06/16/2020,08,ATLANTICO,47222,11424,451
06/16/2020,11,BOGOTA D.C.,148534,16839,413
06/16/2020,13,BOLIVAR,36237,5423,220
06/16/2020,15,BOYACA,11141,256,9
06/16/2020,17,CALDAS,6684,205,7
06/16/2020,18,CAQUETA,1400,28,1
06/16/2020,19,CAUCA,3755,197,9
06/16/2020,20,CESAR,6684,560,16
06/16/2020,23,CORDOBA,8818,303,17
06/16/2020,25,CUNDINAMARCA,17615,1759,42
06/16/2020,27,CHOCO,4235,1899,79
06/16/2020,41,HUILA,9635,281,9
06/16/2020,44,LA GUAJIRA,2534,148,7
06/16/2020,47,MAGDALENA,11173,996,64
06/16/2020,50,META,12431,1027,11
06/16/2020,52,NARIÑO,10036,2205,77
06/16/2020,54,NORTE DE SANTANDER,9517,165,13
06/16/2020,63,QUINDIO,3006,129,4
06/16/2020,66,RISARALDA,8759,325,11
06/16/2020,68,SANTANDER,15413,267,10
06/16/2020,70,SUCRE,5305,272,11
06/16/2020,73,TOLIMA,8005,407,15
06/16/2020,76,VALLE DEL CAUCA,45892,5213,212
06/16/2020,81,ARAUCA,1603,46,0
06/16/2020,85,CASANARE,2514,38,0
06/16/2020,86,PUTUMAYO,580,14,3
06/16/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,841,20,0
06/16/2020,91,AMAZONAS,8661,2171,78
06/16/2020,94,GUAINIA,939,7,1
06/16/2020,95,GUAVIARE,594,6,0
06/16/2020,97,VAUPES,979,27,0
06/16/2020,99,VICHADA,749,1,0
06/17/2020,05,ANTIOQUIA,63169,2369,11
06/17/2020,08,ATLANTICO,49894,12228,481
06/17/2020,11,BOGOTA D.C.,153200,17392,422
06/17/2020,13,BOLIVAR,36881,5550,229
06/17/2020,15,BOYACA,11323,263,9
06/17/2020,17,CALDAS,6783,205,7
06/17/2020,18,CAQUETA,1439,28,1
06/17/2020,19,CAUCA,3834,209,9
06/17/2020,20,CESAR,6944,589,16
06/17/2020,23,CORDOBA,9015,311,17
06/17/2020,25,CUNDINAMARCA,18025,1787,42
06/17/2020,27,CHOCO,4246,1939,83
06/17/2020,41,HUILA,9891,282,9
06/17/2020,44,LA GUAJIRA,2629,158,7
06/17/2020,47,MAGDALENA,11442,1027,65
06/17/2020,50,META,12751,1032,11
06/17/2020,52,NARIÑO,10141,2222,80
06/17/2020,54,NORTE DE SANTANDER,9795,164,13
06/17/2020,63,QUINDIO,3082,131,4
06/17/2020,66,RISARALDA,9093,333,11
06/17/2020,68,SANTANDER,16060,295,10
06/17/2020,70,SUCRE,5709,300,11
06/17/2020,73,TOLIMA,8263,472,15
06/17/2020,76,VALLE DEL CAUCA,47299,5418,219
06/17/2020,81,ARAUCA,1612,46,0
06/17/2020,85,CASANARE,2671,39,0
06/17/2020,86,PUTUMAYO,599,16,3
06/17/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,841,20,0
06/17/2020,91,AMAZONAS,9064,2179,78
06/17/2020,94,GUAINIA,942,7,1
06/17/2020,95,GUAVIARE,712,7,0
06/17/2020,97,VAUPES,979,27,0
06/17/2020,99,VICHADA,749,1,0
06/18/2020,05,ANTIOQUIA,64910,2498,11
06/18/2020,08,ATLANTICO,52011,13151,524
06/18/2020,11,BOGOTA D.C.,157227,18179,437
06/18/2020,13,BOLIVAR,37679,5842,236
06/18/2020,15,BOYACA,11437,265,11
06/18/2020,17,CALDAS,6892,207,7
06/18/2020,18,CAQUETA,1450,29,1
06/18/2020,19,CAUCA,3891,215,9
06/18/2020,20,CESAR,7087,612,16
06/18/2020,23,CORDOBA,9254,379,17
06/18/2020,25,CUNDINAMARCA,18684,1854,43
06/18/2020,27,CHOCO,4442,2045,87
06/18/2020,41,HUILA,10032,286,9
06/18/2020,44,LA GUAJIRA,2647,161,7
06/18/2020,47,MAGDALENA,11779,1121,68
06/18/2020,50,META,13099,1039,11
06/18/2020,52,NARIÑO,11222,2376,82
06/18/2020,54,NORTE DE SANTANDER,10398,183,13
06/18/2020,63,QUINDIO,3118,139,4
06/18/2020,66,RISARALDA,9240,384,11
06/18/2020,68,SANTANDER,16692,323,10
06/18/2020,70,SUCRE,6056,404,11
06/18/2020,73,TOLIMA,8440,506,15
06/18/2020,76,VALLE DEL CAUCA,48321,5665,227
06/18/2020,81,ARAUCA,1644,51,0
06/18/2020,85,CASANARE,2679,41,0
06/18/2020,86,PUTUMAYO,599,16,4
06/18/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,841,20,0
06/18/2020,91,AMAZONAS,9066,2184,78
06/18/2020,94,GUAINIA,942,7,1
06/18/2020,95,GUAVIARE,713,7,0
06/18/2020,97,VAUPES,979,27,0
06/18/2020,99,VICHADA,749,1,0
06/19/2020,05,ANTIOQUIA,66545,2660,12
06/19/2020,08,ATLANTICO,53820,13880,564
06/19/2020,11,BOGOTA D.C.,163261,0,0
06/19/2020,13,BOLIVAR,38811,6246,246
06/19/2020,15,BOYACA,11763,289,11
06/19/2020,17,CALDAS,7025,211,7
06/19/2020,18,CAQUETA,1725,29,1
06/19/2020,19,CAUCA,3971,232,9
06/19/2020,20,CESAR,7455,627,18
06/19/2020,23,CORDOBA,9392,407,17
06/19/2020,25,CUNDINAMARCA,19358,1914,43
06/19/2020,27,CHOCO,4522,2110,93
06/19/2020,41,HUILA,10282,289,9
06/19/2020,44,LA GUAJIRA,2851,170,7
06/19/2020,47,MAGDALENA,11972,1150,76
06/19/2020,50,META,13372,1057,11
06/19/2020,52,NARIÑO,11800,2469,84
06/19/2020,54,NORTE DE SANTANDER,10687,200,13
06/19/2020,63,QUINDIO,3154,142,4
06/19/2020,66,RISARALDA,9599,397,11
06/19/2020,68,SANTANDER,17340,343,10
06/19/2020,70,SUCRE,6402,448,14
06/19/2020,73,TOLIMA,8899,514,15
06/19/2020,76,VALLE DEL CAUCA,49335,5874,232
06/19/2020,81,ARAUCA,1694,52,0
06/19/2020,85,CASANARE,2805,51,0
06/19/2020,86,PUTUMAYO,599,15,4
06/19/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,858,23,0
06/19/2020,91,AMAZONAS,9133,2192,84
06/19/2020,94,GUAINIA,942,7,1
06/19/2020,95,GUAVIARE,713,9,0
06/19/2020,97,VAUPES,979,27,0
06/19/2020,99,VICHADA,749,1,0
06/20/2020,05,ANTIOQUIA,67268,2758,13
06/20/2020,08,ATLANTICO,55777,14761,599
06/20/2020,11,BOGOTA D.C.,171394,19767,463
06/20/2020,13,BOLIVAR,39969,6487,253
06/20/2020,15,BOYACA,11891,294,11
06/20/2020,17,CALDAS,7153,216,7
06/20/2020,18,CAQUETA,1733,29,1
06/20/2020,19,CAUCA,4281,245,10
06/20/2020,20,CESAR,7715,693,18
06/20/2020,23,CORDOBA,9705,423,19
06/20/2020,25,CUNDINAMARCA,20126,1963,45
06/20/2020,27,CHOCO,4575,2150,98
06/20/2020,41,HUILA,10442,294,9
06/20/2020,44,LA GUAJIRA,2975,185,7
06/20/2020,47,MAGDALENA,12163,1199,80
06/20/2020,50,META,13522,1068,11
06/20/2020,52,NARIÑO,11937,2495,86
06/20/2020,54,NORTE DE SANTANDER,10826,223,13
06/20/2020,63,QUINDIO,3193,145,4
06/20/2020,66,RISARALDA,9742,412,11
06/20/2020,68,SANTANDER,17835,363,10
06/20/2020,70,SUCRE,6709,497,15
06/20/2020,73,TOLIMA,9197,528,15
06/20/2020,76,VALLE DEL CAUCA,50265,6055,239
06/20/2020,81,ARAUCA,1699,54,0
06/20/2020,85,CASANARE,2877,52,0
06/20/2020,86,PUTUMAYO,639,17,4
06/20/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,858,23,0
06/20/2020,91,AMAZONAS,9134,2192,84
06/20/2020,94,GUAINIA,966,7,1
06/20/2020,95,GUAVIARE,715,10,0
06/20/2020,97,VAUPES,1046,27,0
06/20/2020,99,VICHADA,749,1,0
06/21/2020,05,ANTIOQUIA,68930,2921,14
06/21/2020,08,ATLANTICO,59623,15479,643
06/21/2020,11,BOGOTA D.C.,176170,20709,482
06/21/2020,13,BOLIVAR,41126,6753,262
06/21/2020,15,BOYACA,12145,301,11
06/21/2020,17,CALDAS,7240,218,7
06/21/2020,18,CAQUETA,1787,30,1
06/21/2020,19,CAUCA,4376,252,10
06/21/2020,20,CESAR,8107,702,21
06/21/2020,23,CORDOBA,9851,441,23
06/21/2020,25,CUNDINAMARCA,20918,1996,46
06/21/2020,27,CHOCO,4611,2216,101
06/21/2020,41,HUILA,10568,307,9
06/21/2020,44,LA GUAJIRA,3145,214,8
06/21/2020,47,MAGDALENA,12669,1277,84
06/21/2020,50,META,13948,1100,13
06/21/2020,52,NARIÑO,12412,2625,87
06/21/2020,54,NORTE DE SANTANDER,10986,244,14
06/21/2020,63,QUINDIO,3234,147,4
06/21/2020,66,RISARALDA,9981,421,11
06/21/2020,68,SANTANDER,18286,462,10
06/21/2020,70,SUCRE,6951,536,19
06/21/2020,73,TOLIMA,9448,598,16
06/21/2020,76,VALLE DEL CAUCA,51741,6291,252
06/21/2020,81,ARAUCA,1768,61,0
06/21/2020,85,CASANARE,2927,55,0
06/21/2020,86,PUTUMAYO,639,17,4
06/21/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,860,23,0
06/21/2020,91,AMAZONAS,9374,2204,84
06/21/2020,94,GUAINIA,969,14,1
06/21/2020,95,GUAVIARE,715,10,0
06/21/2020,97,VAUPES,1046,27,0
06/21/2020,99,VICHADA,771,1,0
06/22/2020,05,ANTIOQUIA,68930,2921,14
06/22/2020,08,ATLANTICO,59623,15479,643
06/22/2020,11,BOGOTA D.C.,176170,20709,482
06/22/2020,13,BOLIVAR,41126,6753,262
06/22/2020,15,BOYACA,12145,301,11
06/22/2020,17,CALDAS,7240,218,7
06/22/2020,18,CAQUETA,1787,30,1
06/22/2020,19,CAUCA,4376,252,10
06/22/2020,20,CESAR,8107,702,21
06/22/2020,23,CORDOBA,9851,441,23
06/22/2020,25,CUNDINAMARCA,20918,1996,46
06/22/2020,27,CHOCO,4611,2216,101
06/22/2020,41,HUILA,10568,307,9
06/22/2020,44,LA GUAJIRA,3145,214,8
06/22/2020,47,MAGDALENA,12669,1277,84
06/22/2020,50,META,13948,1100,13
06/22/2020,52,NARIÑO,12412,2625,87
06/22/2020,54,NORTE DE SANTANDER,10986,244,14
06/22/2020,63,QUINDIO,3234,147,4
06/22/2020,66,RISARALDA,9981,421,11
06/22/2020,68,SANTANDER,18286,462,10
06/22/2020,70,SUCRE,6951,536,19
06/22/2020,73,TOLIMA,9448,598,16
06/22/2020,76,VALLE DEL CAUCA,51741,6291,252
06/22/2020,81,ARAUCA,1768,61,0
06/22/2020,85,CASANARE,2927,55,0
06/22/2020,86,PUTUMAYO,639,17,4
06/22/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,860,23,0
06/22/2020,91,AMAZONAS,9374,2204,84
06/22/2020,94,GUAINIA,969,14,1
06/22/2020,95,GUAVIARE,715,10,0
06/22/2020,97,VAUPES,1046,27,0
06/22/2020,99,VICHADA,771,1,0
06/23/2020,05,ANTIOQUIA,72521,3098,16
06/23/2020,08,ATLANTICO,63984,16871,725
06/23/2020,11,BOGOTA D.C.,185089,22409,512
06/23/2020,13,BOLIVAR,42828,7237,271
06/23/2020,15,BOYACA,12672,313,11
06/23/2020,17,CALDAS,7546,237,7
06/23/2020,18,CAQUETA,1800,29,1
06/23/2020,19,CAUCA,4509,273,13
06/23/2020,20,CESAR,8389,733,21
06/23/2020,23,CORDOBA,10143,467,26
06/23/2020,25,CUNDINAMARCA,22312,2128,48
06/23/2020,27,CHOCO,5119,2312,106
06/23/2020,41,HUILA,11089,314,9
06/23/2020,44,LA GUAJIRA,3463,231,10
06/23/2020,47,MAGDALENA,13100,1325,89
06/23/2020,50,META,14750,1137,13
06/23/2020,52,NARIÑO,12856,2715,92
06/23/2020,54,NORTE DE SANTANDER,11326,256,15
06/23/2020,63,QUINDIO,3397,151,4
06/23/2020,66,RISARALDA,10386,436,11
06/23/2020,68,SANTANDER,18824,499,12
06/23/2020,70,SUCRE,7304,643,21
06/23/2020,73,TOLIMA,10195,690,17
06/23/2020,76,VALLE DEL CAUCA,53622,6632,265
06/23/2020,81,ARAUCA,1801,72,0
06/23/2020,85,CASANARE,3059,58,0
06/23/2020,86,PUTUMAYO,679,19,4
06/23/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1182,23,0
06/23/2020,91,AMAZONAS,9735,2211,84
06/23/2020,94,GUAINIA,970,14,1
06/23/2020,95,GUAVIARE,823,10,0
06/23/2020,97,VAUPES,1048,28,0
06/23/2020,99,VICHADA,772,1,0
06/24/2020,05,ANTIOQUIA,74284,3239,17
06/24/2020,08,ATLANTICO,66355,17972,763
06/24/2020,11,BOGOTA D.C.,190056,23367,530
06/24/2020,13,BOLIVAR,43609,7473,280
06/24/2020,15,BOYACA,12937,328,11
06/24/2020,17,CALDAS,7779,238,7
06/24/2020,18,CAQUETA,1845,29,1
06/24/2020,19,CAUCA,4626,293,13
06/24/2020,20,CESAR,8624,784,21
06/24/2020,23,CORDOBA,10227,485,27
06/24/2020,25,CUNDINAMARCA,22969,2182,48
06/24/2020,27,CHOCO,5311,2473,111
06/24/2020,41,HUILA,11268,315,9
06/24/2020,44,LA GUAJIRA,3610,251,11
06/24/2020,47,MAGDALENA,13251,1390,89
06/24/2020,50,META,15266,1159,13
06/24/2020,52,NARIÑO,13218,2814,94
06/24/2020,54,NORTE DE SANTANDER,11622,271,17
06/24/2020,63,QUINDIO,3481,152,4
06/24/2020,66,RISARALDA,10744,463,11
06/24/2020,68,SANTANDER,19368,505,12
06/24/2020,70,SUCRE,7664,733,23
06/24/2020,73,TOLIMA,10282,728,17
06/24/2020,76,VALLE DEL CAUCA,55307,7017,270
06/24/2020,81,ARAUCA,2021,76,0
06/24/2020,85,CASANARE,3215,61,0
06/24/2020,86,PUTUMAYO,679,19,6
06/24/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1182,23,0
06/24/2020,91,AMAZONAS,9754,2220,85
06/24/2020,94,GUAINIA,970,14,1
06/24/2020,95,GUAVIARE,823,10,0
06/24/2020,97,VAUPES,1048,28,0
06/24/2020,99,VICHADA,772,1,0
06/25/2020,05,ANTIOQUIA,75979,3457,20
06/25/2020,08,ATLANTICO,69778,18593,845
06/25/2020,11,BOGOTA D.C.,194982,24636,545
06/25/2020,13,BOLIVAR,44550,7852,297
06/25/2020,15,BOYACA,13081,333,11
06/25/2020,17,CALDAS,7919,240,7
06/25/2020,18,CAQUETA,1847,26,1
06/25/2020,19,CAUCA,4841,310,13
06/25/2020,20,CESAR,8822,791,21
06/25/2020,23,CORDOBA,10573,525,30
06/25/2020,25,CUNDINAMARCA,23907,2278,48
06/25/2020,27,CHOCO,5589,2573,116
06/25/2020,41,HUILA,11344,317,9
06/25/2020,44,LA GUAJIRA,3679,261,13
06/25/2020,47,MAGDALENA,13561,1488,98
06/25/2020,50,META,15629,1170,13
06/25/2020,52,NARIÑO,13995,2884,98
06/25/2020,54,NORTE DE SANTANDER,11845,278,18
