fecha,codigo,departamento,pruebas,casos_confirmados,casos_fallecido
06/25/2020,63,QUINDIO,3536,156,4
06/25/2020,66,RISARALDA,11039,473,11
06/25/2020,68,SANTANDER,19842,534,13
06/25/2020,70,SUCRE,8056,847,29
06/25/2020,73,TOLIMA,10470,737,19
06/25/2020,76,VALLE DEL CAUCA,56781,7350,282
06/25/2020,81,ARAUCA,2052,76,0
06/25/2020,85,CASANARE,3399,64,0
06/25/2020,86,PUTUMAYO,679,19,6
06/25/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1184,23,0
06/25/2020,91,AMAZONAS,9832,2228,86
06/25/2020,94,GUAINIA,970,14,1
06/25/2020,95,GUAVIARE,823,37,0
06/25/2020,97,VAUPES,1048,28,0
06/25/2020,99,VICHADA,782,1,0
06/26/2020,05,ANTIOQUIA,75979,3647,22
06/26/2020,08,ATLANTICO,69778,20246,918
06/26/2020,11,BOGOTA D.C.,194982,25540,572
06/26/2020,13,BOLIVAR,44550,8138,310
06/26/2020,15,BOYACA,13081,340,11
06/26/2020,17,CALDAS,7919,243,7
06/26/2020,18,CAQUETA,1847,26,1
06/26/2020,19,CAUCA,4841,321,13
06/26/2020,20,CESAR,8822,813,21
06/26/2020,23,CORDOBA,10573,548,33
06/26/2020,25,CUNDINAMARCA,23907,2380,53
06/26/2020,27,CHOCO,5589,2677,117
06/26/2020,41,HUILA,11344,321,9
06/26/2020,44,LA GUAJIRA,3679,273,13
06/26/2020,47,MAGDALENA,13561,1545,102
06/26/2020,50,META,15629,1181,13
06/26/2020,52,NARIÑO,13995,2976,101
06/26/2020,54,NORTE DE SANTANDER,11845,288,19
06/26/2020,63,QUINDIO,3536,160,4
06/26/2020,66,RISARALDA,11039,494,11
06/26/2020,68,SANTANDER,19842,562,13
06/26/2020,70,SUCRE,8056,895,39
06/26/2020,73,TOLIMA,10470,741,19
06/26/2020,76,VALLE DEL CAUCA,56781,7582,295
06/26/2020,81,ARAUCA,2052,76,0
06/26/2020,85,CASANARE,3399,64,0
06/26/2020,86,PUTUMAYO,679,20,6
06/26/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1184,24,0
06/26/2020,91,AMAZONAS,9832,2241,88
06/26/2020,94,GUAINIA,970,14,1
06/26/2020,95,GUAVIARE,823,37,0
06/26/2020,97,VAUPES,1048,28,0
06/26/2020,99,VICHADA,782,1,0
06/27/2020,05,ANTIOQUIA,79976,3873,25
06/27/2020,08,ATLANTICO,76060,21189,978
06/27/2020,11,BOGOTA D.C.,205881,27118,602
06/27/2020,13,BOLIVAR,46782,8560,320
06/27/2020,15,BOYACA,13496,351,11
06/27/2020,17,CALDAS,8082,244,7
06/27/2020,18,CAQUETA,1887,31,1
06/27/2020,19,CAUCA,5002,331,14
06/27/2020,20,CESAR,9199,884,21
06/27/2020,23,CORDOBA,11028,581,33
06/27/2020,25,CUNDINAMARCA,25599,2436,54
06/27/2020,27,CHOCO,6123,2765,122
06/27/2020,41,HUILA,12192,322,10
06/27/2020,44,LA GUAJIRA,3961,285,14
06/27/2020,47,MAGDALENA,14198,1624,105
06/27/2020,50,META,16551,1199,13
06/27/2020,52,NARIÑO,14719,3040,103
06/27/2020,54,NORTE DE SANTANDER,12141,305,19
06/27/2020,63,QUINDIO,3697,161,4
06/27/2020,66,RISARALDA,11557,502,12
06/27/2020,68,SANTANDER,20850,628,13
06/27/2020,70,SUCRE,8792,976,42
06/27/2020,73,TOLIMA,10955,766,19
06/27/2020,76,VALLE DEL CAUCA,59438,7903,302
06/27/2020,81,ARAUCA,2276,76,0
06/27/2020,85,CASANARE,3583,65,0
06/27/2020,86,PUTUMAYO,679,20,6
06/27/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1334,24,0
06/27/2020,91,AMAZONAS,9908,2252,88
06/27/2020,94,GUAINIA,1007,14,1
06/27/2020,95,GUAVIARE,823,37,0
06/27/2020,97,VAUPES,1139,28,0
06/27/2020,99,VICHADA,782,1,0
06/28/2020,05,ANTIOQUIA,82055,4089,25
06/28/2020,08,ATLANTICO,79129,22049,1064
06/28/2020,11,BOGOTA D.C.,212011,27927,633
06/28/2020,13,BOLIVAR,47724,8792,342
06/28/2020,15,BOYACA,13585,355,11
06/28/2020,17,CALDAS,8267,254,7
06/28/2020,18,CAQUETA,1922,35,1
06/28/2020,19,CAUCA,5175,352,14
06/28/2020,20,CESAR,9514,946,22
06/28/2020,23,CORDOBA,11183,642,36
06/28/2020,25,CUNDINAMARCA,26349,2520,55
06/28/2020,27,CHOCO,6154,2825,126
06/28/2020,41,HUILA,12296,325,10
06/28/2020,44,LA GUAJIRA,4184,359,14
06/28/2020,47,MAGDALENA,14593,1752,109
06/28/2020,50,META,16749,1220,13
06/28/2020,52,NARIÑO,15123,3184,104
06/28/2020,54,NORTE DE SANTANDER,12291,323,19
06/28/2020,63,QUINDIO,3743,160,4
06/28/2020,66,RISARALDA,11694,508,12
06/28/2020,68,SANTANDER,21243,646,13
06/28/2020,70,SUCRE,9291,1092,49
06/28/2020,73,TOLIMA,11180,823,19
06/28/2020,76,VALLE DEL CAUCA,60309,8064,309
06/28/2020,81,ARAUCA,2364,76,0
06/28/2020,85,CASANARE,3721,66,0
06/28/2020,86,PUTUMAYO,681,22,6
06/28/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1334,24,0
06/28/2020,91,AMAZONAS,10046,2259,88
06/28/2020,94,GUAINIA,1007,14,1
06/28/2020,95,GUAVIARE,823,37,0
06/28/2020,97,VAUPES,1139,28,0
06/28/2020,99,VICHADA,782,1,0
06/29/2020,05,ANTIOQUIA,83993,4232,25
06/29/2020,08,ATLANTICO,81429,22777,1107
06/29/2020,11,BOGOTA D.C.,216686,29320,658
06/29/2020,13,BOLIVAR,48982,8949,355
06/29/2020,15,BOYACA,14030,359,11
06/29/2020,17,CALDAS,8551,258,7
06/29/2020,18,CAQUETA,2038,35,1
06/29/2020,19,CAUCA,5240,359,15
06/29/2020,20,CESAR,9805,994,22
06/29/2020,23,CORDOBA,11518,744,42
06/29/2020,25,CUNDINAMARCA,27203,2574,55
06/29/2020,27,CHOCO,6198,2857,129
06/29/2020,41,HUILA,12670,332,10
06/29/2020,44,LA GUAJIRA,4546,395,18
06/29/2020,47,MAGDALENA,14869,1774,114
06/29/2020,50,META,17307,1229,13
06/29/2020,52,NARIÑO,15596,3307,105
06/29/2020,54,NORTE DE SANTANDER,12649,327,19
06/29/2020,63,QUINDIO,3784,161,4
06/29/2020,66,RISARALDA,11742,511,12
06/29/2020,68,SANTANDER,21730,690,13
06/29/2020,70,SUCRE,9394,1153,61
06/29/2020,73,TOLIMA,11671,934,19
06/29/2020,76,VALLE DEL CAUCA,61032,8223,312
06/29/2020,81,ARAUCA,2364,76,0
06/29/2020,85,CASANARE,3883,66,0
06/29/2020,86,PUTUMAYO,739,26,6
06/29/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1334,24,0
06/29/2020,91,AMAZONAS,10277,2276,89
06/29/2020,94,GUAINIA,1007,15,1
06/29/2020,95,GUAVIARE,894,37,0
06/29/2020,97,VAUPES,1139,28,0
06/29/2020,99,VICHADA,782,1,0
06/30/2020,05,ANTIOQUIA,86031,4442,26
06/30/2020,08,ATLANTICO,83842,23360,1151
06/30/2020,11,BOGOTA D.C.,220471,30017,680
06/30/2020,13,BOLIVAR,49958,9116,365
06/30/2020,15,BOYACA,14298,375,11
06/30/2020,17,CALDAS,8751,260,7
06/30/2020,18,CAQUETA,2049,35,1
06/30/2020,19,CAUCA,5299,376,16
06/30/2020,20,CESAR,9925,1027,24
06/30/2020,23,CORDOBA,11703,786,49
06/30/2020,25,CUNDINAMARCA,28178,2709,56
06/30/2020,27,CHOCO,6929,2982,133
06/30/2020,41,HUILA,12978,341,10
06/30/2020,44,LA GUAJIRA,4632,440,19
06/30/2020,47,MAGDALENA,15201,1854,119
06/30/2020,50,META,17611,1250,15
06/30/2020,52,NARIÑO,16783,3443,107
06/30/2020,54,NORTE DE SANTANDER,12770,334,19
06/30/2020,63,QUINDIO,3817,167,4
06/30/2020,66,RISARALDA,11768,511,13
06/30/2020,68,SANTANDER,21995,713,13
06/30/2020,70,SUCRE,9651,1255,65
06/30/2020,73,TOLIMA,11954,943,19
06/30/2020,76,VALLE DEL CAUCA,62606,8536,316
06/30/2020,81,ARAUCA,2407,76,0
06/30/2020,85,CASANARE,3964,66,0
06/30/2020,86,PUTUMAYO,741,28,6
06/30/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1367,23,0
06/30/2020,91,AMAZONAS,10597,2299,89
06/30/2020,94,GUAINIA,1048,15,1
06/30/2020,95,GUAVIARE,894,38,0
06/30/2020,97,VAUPES,1139,28,0
06/30/2020,99,VICHADA,782,1,0
07/01/2020,05,ANTIOQUIA,87913,4660,28
07/01/2020,08,ATLANTICO,86490,24212,1216
07/01/2020,11,BOGOTA D.C.,224827,31417,699
07/01/2020,13,BOLIVAR,50958,9392,373
07/01/2020,15,BOYACA,14495,390,12
07/01/2020,17,CALDAS,8991,264,7
07/01/2020,18,CAQUETA,2082,39,1
07/01/2020,19,CAUCA,5439,405,18
07/01/2020,20,CESAR,10196,1071,26
07/01/2020,23,CORDOBA,11762,801,53
07/01/2020,25,CUNDINAMARCA,29300,2849,58
07/01/2020,27,CHOCO,7273,3175,134
07/01/2020,41,HUILA,13042,340,10
07/01/2020,44,LA GUAJIRA,4790,479,20
07/01/2020,47,MAGDALENA,15587,1903,128
07/01/2020,50,META,18062,1271,15
07/01/2020,52,NARIÑO,17213,3521,112
07/01/2020,54,NORTE DE SANTANDER,13269,342,19
07/01/2020,63,QUINDIO,3842,167,4
07/01/2020,66,RISARALDA,12178,546,13
07/01/2020,68,SANTANDER,22520,757,14
07/01/2020,70,SUCRE,9962,1373,72
07/01/2020,73,TOLIMA,12256,1021,19
07/01/2020,76,VALLE DEL CAUCA,64317,9015,323
07/01/2020,81,ARAUCA,2433,80,0
07/01/2020,85,CASANARE,4072,67,0
07/01/2020,86,PUTUMAYO,751,28,6
07/01/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1393,23,0
07/01/2020,91,AMAZONAS,10751,2319,89
07/01/2020,94,GUAINIA,1048,14,1
07/01/2020,95,GUAVIARE,913,39,0
07/01/2020,97,VAUPES,1139,28,0
07/01/2020,99,VICHADA,783,1,0
07/02/2020,05,ANTIOQUIA,89252,4981,30
07/02/2020,08,ATLANTICO,89054,25181,1292
07/02/2020,11,BOGOTA D.C.,234263,32726,732
07/02/2020,13,BOLIVAR,51325,9629,387
07/02/2020,15,BOYACA,14717,405,12
07/02/2020,17,CALDAS,9301,267,7
07/02/2020,18,CAQUETA,2087,43,1
07/02/2020,19,CAUCA,5490,467,20
07/02/2020,20,CESAR,10377,1076,26
07/02/2020,23,CORDOBA,11842,893,57
07/02/2020,25,CUNDINAMARCA,30376,3006,58
07/02/2020,27,CHOCO,7391,3261,141
07/02/2020,41,HUILA,13255,365,10
07/02/2020,44,LA GUAJIRA,4859,536,20
07/02/2020,47,MAGDALENA,15764,1988,135
07/02/2020,50,META,18396,1293,15
07/02/2020,52,NARIÑO,17474,3574,114
07/02/2020,54,NORTE DE SANTANDER,13342,347,20
07/02/2020,63,QUINDIO,3872,168,5
07/02/2020,66,RISARALDA,12497,563,15
07/02/2020,68,SANTANDER,22700,812,14
07/02/2020,70,SUCRE,10343,1490,79
07/02/2020,73,TOLIMA,12366,1042,19
07/02/2020,76,VALLE DEL CAUCA,65612,9383,335
07/02/2020,81,ARAUCA,2491,81,0
07/02/2020,85,CASANARE,4102,69,0
07/02/2020,86,PUTUMAYO,753,29,6
07/02/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1400,28,0
07/02/2020,91,AMAZONAS,10783,2325,89
07/02/2020,94,GUAINIA,1049,14,1
07/02/2020,95,GUAVIARE,913,39,0
07/02/2020,97,VAUPES,1139,28,1
07/02/2020,99,VICHADA,783,1,0
07/03/2020,05,ANTIOQUIA,91975,5263,37
07/03/2020,08,ATLANTICO,92165,25788,1338
07/03/2020,11,BOGOTA D.C.,240515,34131,762
07/03/2020,13,BOLIVAR,52269,9854,394
07/03/2020,15,BOYACA,14884,409,12
07/03/2020,17,CALDAS,9383,267,7
07/03/2020,18,CAQUETA,2092,43,1
07/03/2020,19,CAUCA,5726,477,20
07/03/2020,20,CESAR,10735,1169,26
07/03/2020,23,CORDOBA,12057,915,64
07/03/2020,25,CUNDINAMARCA,31275,3074,60
07/03/2020,27,CHOCO,7482,3286,145
07/03/2020,41,HUILA,13535,369,11
07/03/2020,44,LA GUAJIRA,5076,559,20
07/03/2020,47,MAGDALENA,16162,2017,145
07/03/2020,50,META,18716,1305,15
07/03/2020,52,NARIÑO,18088,3676,116
07/03/2020,54,NORTE DE SANTANDER,13570,354,20
07/03/2020,63,QUINDIO,3967,169,5
07/03/2020,66,RISARALDA,12543,587,15
07/03/2020,68,SANTANDER,23275,846,14
07/03/2020,70,SUCRE,10668,1549,86
07/03/2020,73,TOLIMA,12533,1090,24
07/03/2020,76,VALLE DEL CAUCA,67713,9670,342
07/03/2020,81,ARAUCA,2502,82,0
07/03/2020,85,CASANARE,4163,85,0
07/03/2020,86,PUTUMAYO,797,33,7
07/03/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1427,28,0
07/03/2020,91,AMAZONAS,10786,2328,89
07/03/2020,94,GUAINIA,1049,14,1
07/03/2020,95,GUAVIARE,913,39,0
07/03/2020,97,VAUPES,1139,28,1
07/03/2020,99,VICHADA,783,1,0
07/04/2020,05,ANTIOQUIA,93906,5675,41
07/04/2020,08,ATLANTICO,95205,26406,1412
07/04/2020,11,BOGOTA D.C.,247977,35266,797
07/04/2020,13,BOLIVAR,53346,10134,401
07/04/2020,15,BOYACA,14950,418,12
07/04/2020,17,CALDAS,9449,271,7
07/04/2020,18,CAQUETA,2119,54,1
07/04/2020,19,CAUCA,5903,507,20
07/04/2020,20,CESAR,10998,1272,30
07/04/2020,23,CORDOBA,12265,1019,72
07/04/2020,25,CUNDINAMARCA,32625,3183,63
07/04/2020,27,CHOCO,7680,3398,148
07/04/2020,41,HUILA,14241,374,11
07/04/2020,44,LA GUAJIRA,5247,596,24
07/04/2020,47,MAGDALENA,16558,2081,148
07/04/2020,50,META,19006,1333,15
07/04/2020,52,NARIÑO,18356,3740,116
07/04/2020,54,NORTE DE SANTANDER,13641,370,21
07/04/2020,63,QUINDIO,4042,177,5
07/04/2020,66,RISARALDA,13022,611,15
07/04/2020,68,SANTANDER,23646,945,19
07/04/2020,70,SUCRE,11156,1683,93
07/04/2020,73,TOLIMA,12862,1103,24
07/04/2020,76,VALLE DEL CAUCA,69054,10112,349
07/04/2020,81,ARAUCA,2538,96,0
07/04/2020,85,CASANARE,4192,85,0
07/04/2020,86,PUTUMAYO,858,35,7
07/04/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1427,28,0
07/04/2020,91,AMAZONAS,10880,2335,89
07/04/2020,94,GUAINIA,1049,14,1
07/04/2020,95,GUAVIARE,913,39,0
07/04/2020,97,VAUPES,1139,28,1
07/04/2020,99,VICHADA,783,1,0
07/05/2020,05,ANTIOQUIA,96066,5990,47
07/05/2020,08,ATLANTICO,98658,27251,1463
07/05/2020,11,BOGOTA D.C.,254021,36554,826
07/05/2020,13,BOLIVAR,54214,10494,406
07/05/2020,15,BOYACA,15278,430,12
07/05/2020,17,CALDAS,9541,271,7
07/05/2020,18,CAQUETA,2126,55,1
07/05/2020,19,CAUCA,6093,530,20
07/05/2020,20,CESAR,11530,1299,31
07/05/2020,23,CORDOBA,12398,1052,77
07/05/2020,25,CUNDINAMARCA,33331,3238,68
07/05/2020,27,CHOCO,7915,3448,152
07/05/2020,41,HUILA,14348,380,11
07/05/2020,44,LA GUAJIRA,5430,620,27
07/05/2020,47,MAGDALENA,16836,2120,148
07/05/2020,50,META,19679,1349,16
07/05/2020,52,NARIÑO,19061,3929,117
07/05/2020,54,NORTE DE SANTANDER,13984,386,21
07/05/2020,63,QUINDIO,4095,177,5
07/05/2020,66,RISARALDA,13221,614,15
07/05/2020,68,SANTANDER,24260,994,20
07/05/2020,70,SUCRE,11474,1825,96
07/05/2020,73,TOLIMA,13293,1131,24
07/05/2020,76,VALLE DEL CAUCA,70981,10281,355
07/05/2020,81,ARAUCA,2677,96,0
07/05/2020,85,CASANARE,4288,87,0
07/05/2020,86,PUTUMAYO,863,35,8
07/05/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1428,28,0
07/05/2020,91,AMAZONAS,10990,2364,89
07/05/2020,94,GUAINIA,1049,14,1
07/05/2020,95,GUAVIARE,913,39,0
07/05/2020,97,VAUPES,1192,28,1
07/05/2020,99,VICHADA,783,1,0
07/06/2020,05,ANTIOQUIA,98370,6385,53
07/06/2020,08,ATLANTICO,100915,27920,1520
07/06/2020,11,BOGOTA D.C.,261021,37641,859
07/06/2020,13,BOLIVAR,56309,10723,411
07/06/2020,15,BOYACA,15485,434,13
07/06/2020,17,CALDAS,9602,273,7
07/06/2020,18,CAQUETA,2131,60,1
07/06/2020,19,CAUCA,6196,544,20
07/06/2020,20,CESAR,11768,1321,31
07/06/2020,23,CORDOBA,12657,1102,80
07/06/2020,25,CUNDINAMARCA,34446,3270,69
07/06/2020,27,CHOCO,8632,3562,155
07/06/2020,41,HUILA,14725,385,11
07/06/2020,44,LA GUAJIRA,5572,661,28
07/06/2020,47,MAGDALENA,16989,2182,153
07/06/2020,50,META,20206,1359,17
07/06/2020,52,NARIÑO,19246,3977,122
07/06/2020,54,NORTE DE SANTANDER,14026,389,21
07/06/2020,63,QUINDIO,4175,177,5
07/06/2020,66,RISARALDA,13267,619,17
07/06/2020,68,SANTANDER,24764,1006,20
07/06/2020,70,SUCRE,11593,1892,102
07/06/2020,73,TOLIMA,13626,1163,24
07/06/2020,76,VALLE DEL CAUCA,72101,10519,365
07/06/2020,81,ARAUCA,2677,96,0
07/06/2020,85,CASANARE,4600,88,0
07/06/2020,86,PUTUMAYO,940,38,8
07/06/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1428,28,0
07/06/2020,91,AMAZONAS,11043,2384,96
07/06/2020,94,GUAINIA,1051,15,1
07/06/2020,95,GUAVIARE,913,39,0
07/06/2020,97,VAUPES,1192,28,1
07/06/2020,99,VICHADA,783,1,0
07/07/2020,05,ANTIOQUIA,101142,6773,57
07/07/2020,08,ATLANTICO,102872,28732,1591
07/07/2020,11,BOGOTA D.C.,267888,39248,881
07/07/2020,13,BOLIVAR,57407,10945,417
07/07/2020,15,BOYACA,15595,444,13
07/07/2020,17,CALDAS,9661,278,7
07/07/2020,18,CAQUETA,2170,67,1
07/07/2020,19,CAUCA,6403,599,22
07/07/2020,20,CESAR,12097,1341,32
07/07/2020,23,CORDOBA,12774,1187,85
07/07/2020,25,CUNDINAMARCA,35129,3327,71
07/07/2020,27,CHOCO,8841,3605,162
07/07/2020,41,HUILA,15169,389,11
07/07/2020,44,LA GUAJIRA,5861,726,32
07/07/2020,47,MAGDALENA,17508,2308,158
07/07/2020,50,META,21020,1386,17
07/07/2020,52,NARIÑO,19859,4077,124
07/07/2020,54,NORTE DE SANTANDER,14424,415,21
07/07/2020,63,QUINDIO,4182,177,5
07/07/2020,66,RISARALDA,13555,637,18
07/07/2020,68,SANTANDER,25491,1064,20
07/07/2020,70,SUCRE,11904,2003,107
07/07/2020,73,TOLIMA,13897,1176,25
07/07/2020,76,VALLE DEL CAUCA,73943,10842,374
07/07/2020,81,ARAUCA,2783,121,0
07/07/2020,85,CASANARE,4622,88,0
07/07/2020,86,PUTUMAYO,940,38,8
07/07/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1430,28,0
07/07/2020,91,AMAZONAS,11046,2391,98
07/07/2020,94,GUAINIA,1062,14,1
07/07/2020,95,GUAVIARE,913,39,0
07/07/2020,97,VAUPES,1192,28,1
07/07/2020,99,VICHADA,783,1,0
07/08/2020,05,ANTIOQUIA,104385,7246,61
07/08/2020,08,ATLANTICO,107052,29572,1640
07/08/2020,11,BOGOTA D.C.,272872,40737,921
07/08/2020,13,BOLIVAR,59539,11254,427
07/08/2020,15,BOYACA,15729,446,13
07/08/2020,17,CALDAS,9730,279,7
07/08/2020,18,CAQUETA,2250,82,1
07/08/2020,19,CAUCA,6499,623,22
07/08/2020,20,CESAR,12261,1359,32
07/08/2020,23,CORDOBA,13040,1264,97
07/08/2020,25,CUNDINAMARCA,35679,3417,71
07/08/2020,27,CHOCO,8983,3669,164
07/08/2020,41,HUILA,15455,397,12
07/08/2020,44,LA GUAJIRA,6162,776,36
07/08/2020,47,MAGDALENA,17858,2342,167
07/08/2020,50,META,21593,1405,17
07/08/2020,52,NARIÑO,20083,4120,125
07/08/2020,54,NORTE DE SANTANDER,14546,419,21
07/08/2020,63,QUINDIO,4219,180,5
07/08/2020,66,RISARALDA,13780,654,18
07/08/2020,68,SANTANDER,25905,1105,20
07/08/2020,70,SUCRE,12213,2139,121
07/08/2020,73,TOLIMA,14237,1187,25
07/08/2020,76,VALLE DEL CAUCA,75788,11210,396
07/08/2020,81,ARAUCA,2784,121,0
07/08/2020,85,CASANARE,4649,91,0
07/08/2020,86,PUTUMAYO,956,39,8
07/08/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1599,28,0
07/08/2020,91,AMAZONAS,11175,2394,98
07/08/2020,94,GUAINIA,1063,14,1
07/08/2020,95,GUAVIARE,913,39,0
07/08/2020,97,VAUPES,1192,29,1
07/08/2020,99,VICHADA,783,1,0
07/09/2020,05,ANTIOQUIA,106711,7825,67
07/09/2020,08,ATLANTICO,109256,30617,1697
07/09/2020,11,BOGOTA D.C.,280355,42347,959
07/09/2020,13,BOLIVAR,60369,11459,430
07/09/2020,15,BOYACA,15896,460,13
07/09/2020,17,CALDAS,9798,289,7
07/09/2020,18,CAQUETA,2276,81,1
07/09/2020,19,CAUCA,6678,653,23
07/09/2020,20,CESAR,12391,1382,33
07/09/2020,23,CORDOBA,13419,1432,123
07/09/2020,25,CUNDINAMARCA,36590,3643,73
07/09/2020,27,CHOCO,9060,3749,167
07/09/2020,41,HUILA,16045,403,13
07/09/2020,44,LA GUAJIRA,6345,818,43
07/09/2020,47,MAGDALENA,18880,2543,170
07/09/2020,50,META,21788,1432,17
07/09/2020,52,NARIÑO,20771,4275,128
07/09/2020,54,NORTE DE SANTANDER,14702,434,23
07/09/2020,63,QUINDIO,4230,188,5
07/09/2020,66,RISARALDA,14059,709,20
07/09/2020,68,SANTANDER,26371,1159,23
07/09/2020,70,SUCRE,12612,2273,133
07/09/2020,73,TOLIMA,14627,1297,25
07/09/2020,76,VALLE DEL CAUCA,77516,11719,410
07/09/2020,81,ARAUCA,2998,135,0
07/09/2020,85,CASANARE,4729,97,1
07/09/2020,86,PUTUMAYO,1030,41,8
07/09/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1629,28,0
07/09/2020,91,AMAZONAS,11249,2399,100
07/09/2020,94,GUAINIA,1065,14,1
07/09/2020,95,GUAVIARE,1065,42,0
07/09/2020,97,VAUPES,1192,29,1
07/09/2020,99,VICHADA,794,1,0
07/10/2020,05,ANTIOQUIA,109418,8451,71
07/10/2020,08,ATLANTICO,113077,31882,1756
07/10/2020,11,BOGOTA D.C.,287257,45039,1007
07/10/2020,13,BOLIVAR,60940,11733,432
07/10/2020,15,BOYACA,16138,479,14
07/10/2020,17,CALDAS,10051,296,7
07/10/2020,18,CAQUETA,2309,86,2
07/10/2020,19,CAUCA,6880,710,23
07/10/2020,20,CESAR,12606,1418,33
07/10/2020,23,CORDOBA,13708,1509,148
07/10/2020,25,CUNDINAMARCA,37392,3959,81
07/10/2020,27,CHOCO,9379,3822,171
07/10/2020,41,HUILA,16523,416,13
07/10/2020,44,LA GUAJIRA,6512,844,44
07/10/2020,47,MAGDALENA,19218,2655,196
07/10/2020,50,META,22373,1515,17
07/10/2020,52,NARIÑO,21403,4418,132
07/10/2020,54,NORTE DE SANTANDER,14893,511,25
07/10/2020,63,QUINDIO,4312,194,5
07/10/2020,66,RISARALDA,14201,716,20
07/10/2020,68,SANTANDER,27393,1244,24
07/10/2020,70,SUCRE,13089,2376,142
07/10/2020,73,TOLIMA,15034,1424,25
07/10/2020,76,VALLE DEL CAUCA,79282,12257,426
07/10/2020,81,ARAUCA,3166,141,0
07/10/2020,85,CASANARE,4812,112,1
07/10/2020,86,PUTUMAYO,1109,49,8
07/10/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1828,28,0
07/10/2020,91,AMAZONAS,11299,2406,100
07/10/2020,94,GUAINIA,1067,14,1
07/10/2020,95,GUAVIARE,1066,42,0
07/10/2020,97,VAUPES,1192,29,1
07/10/2020,99,VICHADA,794,1,0
07/11/2020,05,ANTIOQUIA,112162,8744,84
07/11/2020,08,ATLANTICO,117388,32635,1799
07/11/2020,11,BOGOTA D.C.,305987,47524,1065
07/11/2020,13,BOLIVAR,62827,11913,440
07/11/2020,15,BOYACA,16263,484,14
07/11/2020,17,CALDAS,10124,296,7
07/11/2020,18,CAQUETA,2370,97,2
07/11/2020,19,CAUCA,7021,730,23
07/11/2020,20,CESAR,12997,1433,34
07/11/2020,23,CORDOBA,13922,1526,162
07/11/2020,25,CUNDINAMARCA,38860,4052,92
07/11/2020,27,CHOCO,9652,3881,175
07/11/2020,41,HUILA,16964,418,13
07/11/2020,44,LA GUAJIRA,6733,884,48
07/11/2020,47,MAGDALENA,20455,2785,200
07/11/2020,50,META,22783,1548,17
07/11/2020,52,NARIÑO,21909,4457,138
07/11/2020,54,NORTE DE SANTANDER,15206,552,25
07/11/2020,63,QUINDIO,4486,193,5
07/11/2020,66,RISARALDA,14293,722,20
07/11/2020,68,SANTANDER,28413,1261,24
07/11/2020,70,SUCRE,13395,2419,150
07/11/2020,73,TOLIMA,15441,1435,25
07/11/2020,76,VALLE DEL CAUCA,80750,12502,446
07/11/2020,81,ARAUCA,3252,141,0
07/11/2020,85,CASANARE,4882,116,1
07/11/2020,86,PUTUMAYO,1229,88,8
07/11/2020,88,ARCHIPIELAGO DE SAN ANDRES PROVIDENCIA Y SANTA CATALINA,1855,28,0
07/11/2020,91,AMAZONAS,11597,2411,100
07/11/2020,94,GUAINIA,1077,14,1
07/11/2020,95,GUAVIARE,1066,42,0
07/11/2020,97,VAUPES,1192,29,1
07/11/2020,99,VICHADA,794,1,0
07/12/2020,05,ANTIOQUIA,114117,9253,92
07/12/2020,08,ATLANTICO,121167,33700,1868
07/12/2020,11,BOGOTA D.C.,316671,49644,1123
07/12/2020,13,BOLIVAR,64524,12206,447
07/12/2020,15,BOYACA,16439,492,14
07/12/2020,17,CALDAS,10257,303,7
07/12/2020,18,CAQUETA,2422,112,2
07/12/2020,19,CAUCA,7238,771,28
07/12/2020,20,CESAR,13302,1505,34
07/12/2020,23,CORDOBA,14131,1595,172
07/12/2020,25,CUNDINAMARCA,40179,4197,95
07/12/2020,27,CHOCO,9677,3909,184
07/12/2020,41,HUILA,17453,424,13
07/12/2020,44,LA GUAJIRA,6881,928,51
07/12/2020,47,MAGDALENA,20624,2815,203
07/12/2020,50,META,23116,1598,17
07/12/2020,52,NARIÑO,22360,4535,140
